date;home_team;away_team;home_score;away_score;tournament;city;country;neutral;goals;victory;defeat;egality
31.03.21;Switzerland;Finland;3;2;Friendly;St. Gallen;Switzerland;FALSE;2860;0;0;0
30.05.21;Switzerland;United States;2;1;Friendly;St. Gallen;Switzerland;FALSE;2863;0;0;0
03.06.21;Switzerland;Liechtenstein;7;0;Friendly;St. Gallen;Switzerland;FALSE;2870;0;0;0
12.06.21;Wales;Switzerland;1;1;UEFA Euro;Cardiff;Wales;FALSE;2872;0;0;0
16.06.21;Italy;Switzerland;3;0;UEFA Euro;Rome;Italy;FALSE;2875;0;0;0
20.06.21;Switzerland;Turkey;3;1;UEFA Euro;Baku;Azerbaijan;TRUE;2879;0;0;0
28.06.21;France;Switzerland;3;3;UEFA Euro;Bucharest;Romania;TRUE;2885;0;0;0
02.07.21;Switzerland;Spain;1;1;UEFA Euro;Saint Petersburg;Russia;TRUE;2887;0;0;0
01.09.21;Switzerland;Greece;2;1;Friendly;Basel;Switzerland;FALSE;2890;0;0;0
05.09.21;Switzerland;Italy;0;0;FIFA World Cup qualification;Basel;Switzerland;FALSE;2892;0;0;0
08.09.21;Northern Ireland;Switzerland;0;0;FIFA World Cup qualification;Belfast;Northern Ireland;FALSE;2892;0;0;0
09.10.21;Switzerland;Northern Ireland;2;0;FIFA World Cup qualification;Geneva;Switzerland;FALSE;2894;0;0;0
12.10.21;Lithuania;Switzerland;0;4;FIFA World Cup qualification;Vilnius;Lithuania;FALSE;2898;0;0;0
12.11.21;Italy;Switzerland;1;1;FIFA World Cup qualification;Rome;Italy;FALSE;2900;0;0;0
15.11.21;Switzerland;Bulgaria;4;0;FIFA World Cup qualification;Lucerne;Switzerland;FALSE;2904;0;0;0
